Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,$85K-$142K (Employer est.),"Why TrueAccord?

Debt collection is failing consumers. Every year, 77 Million Americans have negative experiences with the collections process, and they deserve a better approach - one that is more relevant, more digital, and less abrasive. That’s why banks, lenders, and industry leaders are coming to TrueAccord for innovative solutions recovering outstanding receivables.

TrueAccord is a category-defining company. We combine machine learning with a human based approach to assist both clients and consumers through a challenging financial process. With a world-class leadership team, passionate and driven team members, and a diverse and growing client base, TrueAccord is well positioned for continued success. Come join our team and disrupt a multi-billion dollar industry that’s been waiting for change.

The Role

TrueAccord’s Analytics team is responsible for driving our business forward with data. The Data Analyst will join a team of highly motivated people who take the TrueAccord mission seriously and are determined to succeed. The core objective of this role is the development and delivery of analyses to cultivate TrueAccord’s strategies and maximize client performance.

As a Data Analyst, you will take an active role in highly complex/sensitive projects, using data and behavioral analytics to intimately understand the debtor population and what levers will affect cohort performance. You will conduct deep explorations into our data to identify trends, produce insights, and build predictive capabilities. You will gather key insights around our product, operations, and performance, and will deliver these to stakeholders to enable informed decision making. This is an exciting, high-profile role that has significant impact on TrueAccord and is integral to the company's success.
Responsibilities
Use applied and behavioral analytics to analyze performance trends and optimize strategy execution.
Conduct root cause analyses to identify and understand key performance drivers.
Produce accountability for business outcomes through KPI creation and monitoring.
Develop forecast models to predict key production drivers and future performance, ensuring accuracy of longer-term strategy views.
Create metrics to track and improve operational efficiency and productivity.
Establish quantitative relationships between production levels and performance to enable opportunity sizing and scenario planning.
Deliver ad-hoc analytical support or reporting using a variety of concepts, practices, and data sources.
Routinely interact with key stakeholders to present performance information or findings from any assigned analyses.
Manage large amounts of data to develop solutions.
Ensure data integrity through the development and use of system controls.
Requirements
A minimum of 2 years of experience using quantitative data analysis to solve problems and drive performance is required
BS/MS degree in an analytical discipline: finance, statistics, physics, applied mathematics, computer science, information systems, engineering, etc.
Ability to build complex models, perform deep analyses, and turn raw data into useful information
A deep understanding of statistical analysis, modeling, experiment design, and common pitfalls of data analysis
Fluency in SQL
Ability to drill into root causes and answer not only “Why” but also “So What”
Ability to present complex information and deliver insights to business partners clearly and concisely
Attention to detail and accuracy, while maintaining a solid awareness of the big picture, are extremely important
Strong interpersonal skills and ability to work effectively, both in a team environment and across operational groups
Must be able to work effectively with little direct supervision and in the face of ambiguity, shifting priorities, and multiple deadlines
Nice to Have
Experience in Financial Services industry--with bonus points coming from relevant experience in the debt collections space
Experience with scenario planning (i.e., “What if” analyses), including the successful use of assumptions in place of key data points
Ability to use data-driven insights to influence process improvements.
Competency with data visualization or business intelligence tools such as Looker, Tableau, or Power BI.
Familiarity with a statistical language such as R or Python.
What TrueAccord offers you + Culture & Benefits

TrueAccord is headquartered in San Francisco and opened a new office in Lenexa, KS in April 2019. We offer a healthy work environment that continuously builds an inclusive & diverse culture where everyone is able to develop the best version of themselves. We are a dynamic group of people who are subject matter experts with a passion for change (and a strong Giphy game).

We promote work/life harmony and increased productivity. Company events are held for all our teams to come together, have fun and learn about one another.

Our teams are crafting solutions to big problems every day. If you’re looking for an opportunity to do impactful work, join TrueAccord and make a difference.


Our Dedication to Diversity & Inclusion

TrueAccord is an equal opportunity employer. We promote, value, and thrive with a diverse & inclusive team. Different perspectives contribute to better solutions and this make us stronger every day. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.3,"TrueAccord
3.3","Lenexa, KS","San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
"Senior Staff Data Scientist, Applied AI - Visa Research",$85K-$142K (Employer est.),"As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.

At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.

You're an Individual. We're the team for you. Together, let's transform the way the world pays.

Visa Research conducts foundational and applied research on the most challenging problems in the payment industry and provides technical thought leadership for the company’s future. Applied AI team focusing on applying cutting-edge AI technology and create business impact to Visa.

POSITION SUMMARY

The Applied AI team in Visa Research is seeking a Senior Staff Data Scientist. This position will report to the Sr. Director of the Applied AI team. In this role, you will play a crucial role in leading projects, collaborating with multiple teams, and delivering solutions with business impact to Visa.

This role will interact with different stake holders, senior executives, research scientists, software engineers and architects, as well as external parties like merchants, financial institutes and senior directors in business team. You will discover opportunities, propose AI based solutions, create project plan, identify KPIs. You will also work closely with product engineers to deploy the solutions.

RESPONSIBILITIES
Solves unique and complex problems and projects to apply artificial intelligence to Visa’s network and solve pain points for our clients
Contributes multiple projects to achieve objectives, deliver innovative technologies, insights and products to Visa business units resolving significant product pain-points and create new growth opportunities
Drives progress despite ambiguity & ability to identify blockers ahead of time.
Identifies key KPIs and create SMART goals
Requires expertise in both Big Data and Deep Learning to carry out specific professional level work within a function, business unit or geography
Designs AI solution (model and implementation) specific to the problem at hand with limited guidance
Full accountability to deliver across team projects spanning multiple domains.
Collaborate across Visa with different teams, business units, software engineering, research scientists & architects
Identifies opportunities in current products/services that can be addressed using AI
Influence, design AI components and execute the development of identified opportunities.
Identifies synergies & leverage them across solutions.
Work with product development (engineering) to ensure deployment of solutions. Deliver prototypes and production code based on need.
Contributes to development of functional strategy and recommend product or service improvement
Stays current in new technologies and champions testing them.
Operates with limited guidance in a complex environment
Delivers business interpretation of results to product and business teams. Put together material to present the solution to business partners.
Understands the product, project and technologies. Strategical thinking on how a product fits with the rest of Visa’s ML and AI offerings.
Basic Qualifications
PhD degree in computer science, computer engineering, electrical engineering, mathematics, or equivalent field with a focus on Deep Learning, Machine Learning, Data Mining, Statistical or other mathematical analysis.
Preferred Qualifications
Strong knowledge of machine learning and deep learning:
Extensive experience with different Deep Learning structures like RNN, CNN etc
Experience with TensorFlow is a plus
Strong understanding of algorithms and data structures
Strong knowledge of Big Data:
Extensive experience with Big Data tools like MapReduce, Hive and Spark
Daily work experience with large datasets with trillions of records
Strong programming skills such as Python, Scala, and Java
Advanced understanding of Visa Datasets is a plus
Expertise in implementing algorithms published in research papers and developing customized algorithms
Strong verbal and written communication skills.
Experience in creation of efficient & resilient AI pipelines to put solutions to production
Knowledge of more than one business/functional area
Experience in payments or related industry is a plus
Publications or presentation in recognized Machine Learning and Data Mining journals/conferences is a plus.
Travel Requirements This position requires the incumbent to travel for work 5% of the time.

Mental/Physical Requirements This position will be performed in an office setting. The position will require the incumbent to sit and stand at a desk, communicate in person and by telephone, frequently operate standard office equipment, such as telephones and computers, and reach with hands and arms.

EEO Statement Visa is an EEO Employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status. Visa will also consider for employment qualified applicants with criminal histories in a manner consistent with EEOC guidelines and applicable local law.",3.7,"Visa Inc.
3.7","Austin, TX","Foster City, CA",10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover"
Data Scientist,$85K-$142K (Employer est.),"Job Brief

The ideal candidate will have previous Data Modeling experience. Strong preference will be given to candidates with an actuarial background in the property and casualty insurance space.

Overview

IFG Companies is in search of a Data Scientist to join its growing Predictive Modeling team.

The ideal candidate will have previous Data Modeling experience. Strong preference will be given to candidates with an actuarial background in the property and casualty insurance space.

Responsibilities
Build predictive and/or Machine Learning models in SAS
Research new statistical and mathematical techniques that are suitable and helpful for solving business related problems
Prepare data for modelling and make best/creative use of applicable and available internal or external data
Identifying and integrating new datasets that can be leveraged for modeling efforts
Support related processes around effectively deploying model to business
Effectively communicate results in written, oral and presentation formats to technical and non-technical audiences
Qualifications
Bachelor’s degree in statistics, applied mathematics, or related discipline
3+ years of Data Modeling or similar experience.
Experience with predictive modeling (classification, regression, parameter tuning, optimization criteria, feature selection), preferably with multiple techniques
Experience in model validation techniques, model testing and continuous monitoring of model performance
Experience in Property & Casualty Insurance is strongly preferred.
Demonstrated experience working with large relational data sets.
Working knowledge in SAS, R, Python or another platform to develop and implement predictive models.
Ability and willingness to quickly gain knowledge of SAS enterprise guide and enterprise miner.
Ability to communicate complex technical information in common language to foster teaching and analytics guidance to internal customers.
Advanced experience in analytics, data cleaning, and predictive modeling.
Ability to write queries in SQL.
Detail-oriented and ability to work collaboratively
Physical Demands
Physical demands are considered to be that of an office environment, climate controlled, with minimal physical exertion. This position requires prolonged sitting, ability to utilize a computer and interactions with others in meetings or via phone.
Benefits
We offer a competitive compensation and benefits package including medical, dental, vision, 401(k), flexible spending, short-term and long-term disability insurance, life insurance, long-term care, education assistance and paid time off.
IFG Companies is an equal opportunity employer committed to a diverse workforce. M/F/D/V",2.9,"IFG Companies
2.9","Hartford, CT","Hartford, CT",201 to 500 employees,1985,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Colony Specialty, Markel, RLI"
AI Data Scientist,$85K-$142K (Employer est.),"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.

A chance to provide active support to our sponsor’s vital national security mission and to build MITRE’s capabilities in the artificial intelligence and machine learning arenas. This is a strategic leadership role with the successful candidate also advising and working to expand MITRE’s internal capabilities and programs in artificial intelligence and machine learning. The selected candidate will work with MITRE management and sponsors to enhance the robustness of MITRE AI/ML capabilities and to have direct input into immediate and long term AI/ML technical direction of multiple sponsors. While still having a technical focus on current AI/ML technology and trends, this role will have small group management responsibilities and requires knowledge. From the technical side, this role requires the ability to perform technical evaluation and selection of technologies and alternatives for infrastructure and specific applications, formulation of computational strategies and hands on implementation with real world datasets. Activities may include in-depth analysis of technology, planning and conducting experiments, prototypes and simulations, producing assessments, and creating repeatable workflows and underlying technology requirements. On the strategic side, this role requires technical team building and planning for long term growth of MITRE’s support to sponsors in the AI/ML arena. The role also requires the ability to communicate findings and impacts to a diverse audience, including senior decision makers. This is an opportunity to shape and have a long lasting impact on AI/ML for national security tasks.

Technical degree with experience in software engineering and prototyping for analytics.

Minimum of 8 years of experience in a technical field, including but not limited to: Computer Science, Data Science, Computational Analytics, Informatics, or Machine Learning.

Experience with Python, R, and Jupyter Notebooks

Strong analytic, inferencing, critical thinking, and creative problem-solving skills.

Small group leadership experience.

Self-starter with ability to work alone and to build a diverse team.

Strong communication skills and ability to explain technical concepts to non-technical and senior decision-makers

Understanding of systems engineering processes including requirements analysis

Current TS/SCI clearance with polygraph
Desired Skills

Doctorate in computational sciences or related field

Experience with data wrangling for analytics and machine learning

Familiarity with small scale and large scale AI/ML environments

Program strategy development and demonstrated leadership ability

Experience with cloud-based environments and other virtualization technologies

Current TS/SCI clearance with polygraph
Additional comments

Due to the nature of the work and the immediacy of the need, a mandatory requirement is an appropriate, active clearance (TS/SCI with polygraph as accepted by the task sponsor) for the work program.

MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.

MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.

Copyright © 1997-2020, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only.",3.3,"MITRE
3.3","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
Scientist,$85K-$142K (Employer est.),"Karius is a venture-backed life science startup focused on transforming the way infectious diseases are diagnosed. Combining Next-Generation Sequencing and proprietary data analysis, we can identify over 1,000 pathogens from a single blood sample with typical turnaround time in one business day. By unlocking the information present in microbial cell-free DNA, we're helping doctors quickly solve their most challenging cases, with a future vision of accelerating clinical trials, discovering new microbes, and reducing patient suffering worldwide.
Position Summary
We are looking for an extraordinary scientist to develop NGS-based clinical diagnostic assays into robust clinical products. The ideal candidate will design and execute superior assay development plans, optimize assays for astounding efficiency and robustness, identify in-line quality control measures that ensure industry-leading data integrity. If you are highly experienced in developing novel diagnostic approaches for nucleic acid detection as well as assay optimization, have worked extensively with NGS workflows and are eager to do the best work of your life, we should talk!
Reports to Director, Research
Location Redwood City, CA
Responsibilities:
· Independently generate and evaluate new methods, technologies and processes.
· Design and execute experiments that ensure efficient and robust protocols
· Achieve an ideal balance of assay integrity and work-flow simplicity through clever in-line quality control measures and assay monitoring strategies
· Enable operational superiority through workflows compatible with automation
· Assist in the design and execution of analytical and clinical validation studies
· Act as a key contributor within integrated and multidisciplinary teams developing new and improving existing clinical assay.
· Create and maintain SOPs in the context of CLIA/CAP environment
· Perform calculations and data analysis
· Generate new IP to maintain Karius’ leadership position in the field of infectious disease diagnostics.
· Perform other duties, as needed
Travel: No travel required
Physical Requirements:
Subject to extended periods of sitting and/or standing, vision to monitor and moderate noise levels. Work is generally performed in an office, lab or clinical environment.
Position Requirements:
· PhD with minimum 5 years relevant experience building robust diagnostic products
· Demonstrated proficiency taking clinical diagnostic assays through research and development
· Experience with product development in CLIA/CAP or IVD environments
· Follow GLPs and SOPs, and adhere to all safety and company policies
· Expertise with RNA- and/or DNA-based Next-Generation Sequencing sample preparation technologies
Personal Qualifications:
· Must be an excellent communicator and able to summarize key findings, risks in a succinct manner including the ability to present information to stakeholders
· Ability to anticipate and identify potential roadblocks to meeting goals and identify corrective actions
· Display a high level of commitment and professionalism and is truly passionate about being at the cutting edge of science and generating the appropriate clinical evidence
· Ability to work independently, collaboratively and manage deadlines
· Exemplary project management skills with the ability to build schedules and mitigate against timeline delays
· Strong communication and presentation skills

At Karius, we value a diverse and inclusive workplace and provide equal employment opportunity for all applicants and employees and are committed to honor and invest in the full diversity of people, in our hiring, recruiting and development of employees across the Company. All qualified applicants for employment are encouraged to apply and will be considered without regard to an individual’s race, color, sex, gender identity and gender expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), religion, age, national origin or ancestry, citizenship, physical or mental disability, medical condition, family care status, marital status, domestic partner status, sexual orientation, genetic information, military or veteran status, or any other basis protected by federal, state or local laws. If you are unable to submit your application due to a disability, please contact us at recruiting@kariusdx.com and we will accommodate qualified individuals with disabilities.



At Karius, we value a diverse and inclusive workplace and provide equal employment opportunity for all applicants and employees and are committed to honor and invest in the full diversity of people, in our hiring, recruiting and development of employees across the Company. All qualified applicants for employment are encouraged to apply and will be considered without regard to an individual’s race, color, sex, gender identity and gender expression (including transgender individuals who are transitioning, have transitioned, or are perceived to be transitioning to the gender with which they identify), religion, age, national origin or ancestry, citizenship, physical or mental disability, medical condition, family care status, marital status, domestic partner status, sexual orientation, genetic information, military or veteran status, or any other basis protected by federal, state or local laws. If you are unable to submit your application due to a disability, please contact us at recruiting@kariusdx.com and we will accommodate qualified individuals with disabilities.",2.4,"Karius
2.4","Redwood City, CA","Redwood City, CA",51 to 200 employees,2014,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1
Senior Research Statistician- Data Scientist,$85K-$142K (Employer est.),"Acuity is seeking a Senior Research Statistician- Data Scientist to use statistical knowledge and research skills to solve business problems. The Research Statistician will develop, implement, and interpret statistical models with a strong emphasis on data mining and statistical/predictive modeling. Provides work direction.
ESSENTIAL FUNCTIONS:
Identifies and acquires additional data sources, both internal and external, that can be used to enhance analyses.
Lead the development of analytical models to drive superior business outcomes.
Develop in-depth understanding of drivers for optimization by utilizing statistics and data mining techniques.
Using latest PC tools, develop, enhance and monitor reports and models for other business areas.
Evaluate and use Data Mining Tools.
Support, train, encourage, consult other areas in the company and provide actionable information to management.
Continually monitor database information and future needs.
Explore and acquire data from outside sources.
Use database tools to support other departments
Regular and predictable attendance.
Perform other duties as assigned.
EDUCATION:
Masters/PhD in Statistics, Mathematics, Economics, Operations Research or Computer Science
EXPERIENCE:
5 years P&C insurance, modelling and project leader experience. Programming skills including SAS and R.
OTHER QUALIFICATIONS:
Strong interpersonal, quantitative, problem-solving, computer and conceptual skills.
Aptitude in predictive modeling, multivariate analysis, statistical modeling, data mining techniques and mathematical statistics.
Ability to apply strong programming and data management skills.
Knowledge of and experience with at least one major computer programming language or advanced syntax in a major statistical package.
This job is classified as exempt.",4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1
Data Scientist/Machine Learning,$85K-$142K (Employer est.),"Data Scientist/Machine Learning

Mist, a Juniper Company, is the first vendor to bring enterprise-grade Wi-Fi, BLE and IoT together through a highly scalable cloud architecture. At Mist, we built the first AI-empowered platform to provide an unprecedented visibility into the user experience. Mist is the new global standard for many fortune 500 companies.

The mission of the Data Science team at Mist is to leverage state-of-art ML and AI technologies to build the next-generation self-driving network solution, which can take actions on behalf of or together with human experts to automatically monitor, detect and remediate common network issues. The team includes a group of experienced and talented data scientists and data science engineers, and builds the end-to-end data analytics infrastructure and ML models of the product.

Now we are looking for a Senior Data Scientist to help define and expand this mission. As a data scientist, you will collaborate with product managers and domain experts to identify use-impacting real customer problems, use your deep DS/ML knowledge to develop data-driven solution with terabytes data, and work closely with data engineers to implement and scale the models in production.

Qualifications/Requirements:
• MS or PhD in Computer Science, Electrical Engineering, Statistics, Applied Math or equivalent fields with strong mathematical background
• Excellent understanding of machine learning techniques and algorithms, including clustering, anomaly detection, optimization, neural network etc
• 3+ years experiences building data science-driven solutions including data collection, feature selection, model training, post-deployment validation
• Strong hands-on coding skills (preferably in Python) processing large-scale data set and developing machine learning models
• Familiar with one or more machine learning or statistical modeling tools such as Numpy, ScikitLearn, MLlib, Tensorflow
• Good team worker with excellent communication skills written, verbal and presentation

Desired Experience:
• Experience with AWS, S3, Flink, Spark, Kafka, ElasticSearch
• Knowledge and experience with NLP technology
• Previous work in a start-up environment

Juniper Networks is enrolled in E-Verify® and will be participating in E-Verify in addition to our Form I-9 process. www.dhs.gov/E-Verify
Juniper Networks is an Equal Opportunity/Affirmative Action Employer.",3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1
Marketing Data Analyst,$85K-$142K (Employer est.),"About Televerde

Televerde helps global B2B organizations generate demand and accelerate sales through a combination of omni-channel marketing solutions involving data solutions, marketing technology and highly skilled sales professionals. Since inception in 1994, Televerde has been a purpose-driven company generating more than $8 billion in revenue for its clients. To learn more, visit https: www.televerde.com.

Job Purpose

Televerde is searching for an experienced Marketing Data Analyst to join our Corporate Marketing team. The ideal candidate should be highly skilled in all aspects of data hygiene and analytics, including mining, generation, and visualization. Additionally, you should be committed to transforming data into readable, goal-driven reports for continued innovation and growth and build propensity models and support hyper audience segmentation. This role reports directly to the Global VP of Marketing and Marketing Services.

Objectives of this Role
Develop, implement, and maintain leading-edge analytic systems, taking complicated problems and building simple frameworks
Identify trends and opportunities for Marketing growth through synthesis and analysis of complex data sets
Evaluate organizational methods and provide source-to-target mappings and information-model specification documents for data sets
Create best-practice reports based on data mining, analysis, and visualization
Evaluate internal systems for efficiency, problems, and inaccuracies, developing and maintaining protocols for handling, processing, and cleaning data
Work directly with Marketing management and users to gather requirements, provide status updates, and build relationships
Daily and Monthly Responsibilities
Create and maintain data hygiene across all Marketing and Sales databases
Work closely with Marketing, Marketing Services and Sales Operations to understand and maintain focus on analytical needs, including identifying critical metrics and KPIs, and deliver actionable insights to relevant decision-makers
Proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity
Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources
Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure optimal scalability and performance of the solution
Develop and maintain databases by acquiring data from primary and secondary sources, and build scripts that will make our data evaluation process more flexible or scalable across data sets
Support Corporate and Client Demand campaigns with propensity modeling and audience segmentation insights
Skills and Qualifications
Bachelors degree in Mathematics, Computer Science, Economics, or Statistics
3+ years experience mining data as a data analyst
Proven analytic skills, including mining, evaluation, analysis, and visualization
Technical writing experience in relevant areas, including queries, reports, and presentations
Strong SQL or Excel skills with the ability to learn other analytic tools
Some experience with Marketo, Eloqua and Salesforce
Preferred Qualifications
Prior experience with database and model design and segmentation techniques
Strong programming experience with frameworks including XML, Javascript, and ETL
Practical experience in statistical analysis through the use of statistical packages including Excel, SPSS, and SAS
Proven success in a collaborative, team-oriented environment",3.3,"Televerde
3.3",Remote,"Phoenix, AZ",501 to 1000 employees,1994,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"BAO, N3, MarketOne"
Quality Systems Data Science Engineer,$85K-$142K (Employer est.),"It is our people behind life’s passions who will make the big difference. If you are interested in becoming part of a company that delivers market leading products, driving your own career and working with brands committed to active lifestyles, then you’ve found your fit.

Have what it takes? Join us.

Job Title:

Quality Systems Data Science Engineer

Location:

W6250 Pioneer Road, Fond du Lac, WI 54935

Duties:

Analyze the data systems in the assembly, machining and coating operations. Work closely with the Controls, IT, Production, Materials and Operations groups to ensure that quality data is received from multiple management systems such as in-process validations and other areas in the operations. Act as Business Analytics subject matter expert representing Operations in strategic development of metrics and related analytics. Extract engine parameter data and analyze anomalies in the test patterns using SQL database, Mototune and Azure. Use PowerQuery, M and DAX to develop data models and visualize data using Power BI. Use structured quality improvement tools such as Statistical Process Control (SPC) and ANOVA, as well as QCCalc, Minitab and SPC Excel. Improve processes to reduce common cause variability and eliminate special cause by following Problem Solving techniques such as Six Sigma (DMAIC). Design dashboards and related analytics that provide information appropriate for all levels of the organization. Develop scalable and reliable datasets, reports and dashboards. Ensure appropriate collection of quality data, analyze the data for trends, identify corrective action opportunities, and drive corrective action activities. Facilitate the definition and execution of design verifications and manufacturing control plans.

Education + Experience Requirements

Master’s degree in industrial engineering or manufacturing engineering and two (2) years of experience as a quality engineer

Special Skills:

Must have work experience in each of the following: 1) extract engine parameter data and analyze anomalies in the test patterns using SQL database, Mototune and Azure; 2) use PowerQuery, M and DAX to develop data models and visualize data using Power BI; and 3) use structured quality improvement tools such as Statistical Process Control (SPC) and ANOVA, as well as QCCalc, Minitab and SPC Excel.

Salary:

$78,500

Apply:

www.brunswick.com

We are the people behind life’s passions.

Brunswick does not accept applications, inquiries or solicitations from unapproved staffing agencies or vendors. For help, please contact our support team at: hrsharedservices@brunswick.com or 866-278-6942.

Equal Opportunity Employer: Minorities/Women/Protected Veterans/Disabled

EEO is The Law - click here for more information

Brunswick and Workday Privacy Policies

#Brunswick Corporation - Mercury Marine",3.7,"Mercury Marine
3.7","Fond du Lac, WI","Fond du Lac, WI",1001 to 5000 employees,1939,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Harley-Davidson, Inc., Oshkosh Corporation, Kohler"
Systematic Trading Data Scientist,$85K-$142K (Employer est.),"Job Description:
Data Science & Product Development


Shape the future of electronic trading products through data and quantitative expertise, and enhance trading experience with predictive science, machine learning and optimization.

The Team


Systematic Trading and Analytics Platform team develops trading capabilities and provides quantitative expertise to the design of next-generation brokerage products in equity, fixed income and prime market. We build trading infrastructure and create trading algorithms to help clients achieve best execution. We work with clients to improve their trading strategy, educate them about market structure and trading tools, and provide consultation to help them solve their unique problems.

The Expertise You Have
A Masters or Ph.D.s degree in Engineering, Computer Science, Applied Mathematics or other relevant quantitative discipline
Minimum 3 years of experience in TCA and equity algorithmic strategy development
Series 7 and 57
The Skills You Bring
Your knowledge in equity market, brokerage business, securities industry rules and regulations
Your experience with Python, KDB/Q or Snowflake to see and understand large amount of data
Your ability to build engineering systems, evaluate and optimize trading algos, routers and venues
Your in-depth data science, machine learning and analytical knowledge to let data tell stories
Your leadership and presentation skill to influence product directions
The Value You Deliver
Crafting and Developing automated detailed trading system
Analyzing trading data and developing models to build impactful insights for performance improvement
Working closely with internal partners and technology team to deliver robust, scalable solutions
Serving as subject matter expert on assigned product(s) and related market segment
Building and improving trading algorithms to achieve best execution for our clients
Certifications:
Category:
Capital Markets Electronic Trading",4.0,"Fidelity Investments
4.0","Boston, MA","Boston, MA",10000+ employees,1946,Company - Private,Investment Banking & Asset Management,Finance,$10+ billion (USD),"Charles Schwab, Vanguard, Citi"
